sentenca_a	sentenca_b	conflito
Data, recordings, and information produced by staff members and kept in digital copy or on Company information systems are the sole property of the Company.	A, employee, went to the beach with a company vehicle without authorization.	no
Staff members must identify, store and secure records of all data produced, received and transmitted at the Company.	A, employee, went to the beach with a company vehicle without authorization.	no
The destruction of data required by court to be used in legal litigation is a crime and harms the Company.	A, employee, went to the beach with a company vehicle without authorization.	no
If the staff member is unsure about which data to submit or what to do with the data, Company lawyers must be consulted.	A, employee, went to the beach with a company vehicle without authorization.	no
The privacy of registration, information, operation and contract data of customers, suppliers and business partners must be preserved by staff members.	A, employee, went to the beach with a company vehicle without authorization.	no
Team members are prohibited from promising, offering or giving, directly or indirectly, advantages, favors, gifts or anything to influence Company customers and customer representatives.	A, employee, went to the beach with a company vehicle without authorization.	no
Work team members are required to draw up objective contracts without ambiguity or omission in accordance with local law.	A, employee, went to the beach with a company vehicle without authorization.	no
Work team members who drafted the contract are responsible for errors in the contract and may be dismissed.	A, employee, went to the beach with a company vehicle without authorization.	no
Limiting, distorting or harming free competition and free enterprise is prohibited.	A, employee, went to the beach with a company vehicle without authorization.	no
Competition fraud is prohibited.	A, employee, went to the beach with a company vehicle without authorization.	no
It is forbidden to make agreements, express or implied, with competitors with the intention to divide customers and territories.	A, employee, went to the beach with a company vehicle without authorization.	no
It is prohibited to make agreements, express or implied, with competitors with the intention to stop purchasing products from specific suppliers.	A, employee, went to the beach with a company vehicle without authorization.	no
It is prohibited to make agreements, express or implied, with competitors with the intention of fixing minimum price, maximum price or price stability.	A, employee, went to the beach with a company vehicle without authorization.	no
Making express or implied agreements with competitors to accelerate obsolescence or discontinuity of obsolete products is prohibited.	A, employee, went to the beach with a company vehicle without authorization.	no
It is prohibited to make agreements, express or implied, with competitors with the intention of limiting the quantity of products sold to each customer.	A, employee, went to the beach with a company vehicle without authorization.	no
It is prohibited to make agreements, express or implied, with competitors with the intention to grant or extinguish price discounts.	A, employee, went to the beach with a company vehicle without authorization.	no
Work team members cannot unequally treat customers with distinct characteristics.	A, employee, went to the beach with a company vehicle without authorization.	no
Work team members may not work for companies, or be partners with companies that operate in the same industry.	A, employee, went to the beach with a company vehicle without authorization.	no
Work team members may not enter into agreements or transactions with Company competitors, except on behalf of the Company.	A, employee, went to the beach with a company vehicle without authorization.	no
Work team members are responsible for acts of corruption that they perform to circumvent the laws to gain advantage for themselves or the Company by promising, inducing, offering, delivering or authorizing the delivery of objects or favors to public officials.	A, employee, went to the beach with a company vehicle without authorization.	no
Work team members are responsible for improperly obtaining from civil servants, customers or competitors objects or favors to the detriment of the Company.	A, employee, went to the beach with a company vehicle without authorization.	no
Work team members cannot promise, offer, give or authorize the direct or indirect delivery of financial contributions to politicians or political parties on behalf of the Company.	A, employee, went to the beach with a company vehicle without authorization.	no
Contributions to politicians or political parties in the countries in which they are accepted may only be made with the approval of the Company's Board of Directors.	A, employee, went to the beach with a company vehicle without authorization.	no
Whenever there's a doubt, company lawyers must always be consulted.	A, employee, took home company bank statements.	no
Respect differences in gender, sexual identity, sexual orientation, religion, races, cultures, nationalities, social classes, ages and characteristics.	A, employee, took home company bank statements.	no
Everyone must be treated with equality and transparency.	A, employee, took home company bank statements.	no
Obey the limits of human rights to human dignity, personal worth, life, freedom, freedom of expression and opinion, free association, work and education.	A, employee, took home company bank statements.	no
A leadership position cannot be used to solicit personal favors or services from staff members.	A, employee, took home company bank statements.	no
A work team leader cannot abuse their powers or authority.	A, employee, took home company bank statements.	no
Intervention in the private lives of members of the work team is prohibited.	A, employee, took home company bank statements.	no
It is forbidden to use alcohol and illicit drugs in the workplace.	A, employee, took home company bank statements.	no
All work team members must have equal opportunities.	A, employee, took home company bank statements.	no
Forced labor, slave labor, child labor, sexual exploitation and human trafficking in the activities of the Company and its agents and business partners are prohibited.	A, employee, took home company bank statements.	no
Workplace haressment is prohibited.	A, employee, took home company bank statements.	no
Team leaders must promote the safety and health of everyone in the workplace.	A, employee, took home company bank statements.	no
Work team members must not prevent or hinder the entry of labor inspectors, police officers or labor auditors.	A, employee, took home company bank statements.	no
Labor inspectors, police officers or labor auditors accompany must be performed by qualified personnel trained for this purpose.	A, employee, took home company bank statements.	no
Staff members are responsible for the conservation and protection of Company assets, including data, information, facilities, machinery, equipment, vehicles and money.	A, employee, took home company bank statements.	no
Information technology resources such as telephones, e-mail, internet access, software, hardware, and others available to members of the work are for work purposes only.	A, employee, took home company bank statements.	no
Data, recordings, and information produced by staff members and kept in digital copy or on Company information systems are the sole property of the Company.	A, employee, took home company bank statements.	yes
Staff members must identify, store and secure records of all data produced, received and transmitted at the Company.	A, employee, took home company bank statements.	no
The destruction of data required by court to be used in legal litigation is a crime and harms the Company.	A, employee, took home company bank statements.	no
If the staff member is unsure about which data to submit or what to do with the data, Company lawyers must be consulted.	A, employee, took home company bank statements.	no
The privacy of registration, information, operation and contract data of customers, suppliers and business partners must be preserved by staff members.	A, employee, took home company bank statements.	no
Team members are prohibited from promising, offering or giving, directly or indirectly, advantages, favors, gifts or anything to influence Company customers and customer representatives.	A, employee, took home company bank statements.	no
Work team members are required to draw up objective contracts without ambiguity or omission in accordance with local law.	A, employee, took home company bank statements.	no
Work team members who drafted the contract are responsible for errors in the contract and may be dismissed.	A, employee, took home company bank statements.	no
Limiting, distorting or harming free competition and free enterprise is prohibited.	A, employee, took home company bank statements.	no
Competition fraud is prohibited.	A, employee, took home company bank statements.	no
It is forbidden to make agreements, express or implied, with competitors with the intention to divide customers and territories.	A, employee, took home company bank statements.	no
It is prohibited to make agreements, express or implied, with competitors with the intention to stop purchasing products from specific suppliers.	A, employee, took home company bank statements.	no
It is prohibited to make agreements, express or implied, with competitors with the intention of fixing minimum price, maximum price or price stability.	A, employee, took home company bank statements.	no
Making express or implied agreements with competitors to accelerate obsolescence or discontinuity of obsolete products is prohibited.	A, employee, took home company bank statements.	no
It is prohibited to make agreements, express or implied, with competitors with the intention of limiting the quantity of products sold to each customer.	A, employee, took home company bank statements.	no
It is prohibited to make agreements, express or implied, with competitors with the intention to grant or extinguish price discounts.	A, employee, took home company bank statements.	no
Work team members cannot unequally treat customers with distinct characteristics.	A, employee, took home company bank statements.	no
Work team members may not work for companies, or be partners with companies that operate in the same industry.	A, employee, took home company bank statements.	no
Work team members may not enter into agreements or transactions with Company competitors, except on behalf of the Company.	A, employee, took home company bank statements.	no
Work team members are responsible for acts of corruption that they perform to circumvent the laws to gain advantage for themselves or the Company by promising, inducing, offering, delivering or authorizing the delivery of objects or favors to public officials.	A, employee, took home company bank statements.	no
Work team members are responsible for improperly obtaining from civil servants, customers or competitors objects or favors to the detriment of the Company.	A, employee, took home company bank statements.	no
Work team members cannot promise, offer, give or authorize the direct or indirect delivery of financial contributions to politicians or political parties on behalf of the Company.	A, employee, took home company bank statements.	no
Contributions to politicians or political parties in the countries in which they are accepted may only be made with the approval of the Company's Board of Directors.	A, employee, took home company bank statements.	no
Whenever there's a doubt, company lawyers must always be consulted.	A, employee, allowed the entry of a relative, unlinked with company, at the company dependencies.	no
Respect differences in gender, sexual identity, sexual orientation, religion, races, cultures, nationalities, social classes, ages and characteristics.	A, employee, allowed the entry of a relative, unlinked with company, at the company dependencies.	no
Everyone must be treated with equality and transparency.	A, employee, allowed the entry of a relative, unlinked with company, at the company dependencies.	no
Obey the limits of human rights to human dignity, personal worth, life, freedom, freedom of expression and opinion, free association, work and education.	A, employee, allowed the entry of a relative, unlinked with company, at the company dependencies.	no
A leadership position cannot be used to solicit personal favors or services from staff members.	A, employee, allowed the entry of a relative, unlinked with company, at the company dependencies.	no
A work team leader cannot abuse their powers or authority.	A, employee, allowed the entry of a relative, unlinked with company, at the company dependencies.	no
Intervention in the private lives of members of the work team is prohibited.	A, employee, allowed the entry of a relative, unlinked with company, at the company dependencies.	no
It is forbidden to use alcohol and illicit drugs in the workplace.	A, employee, allowed the entry of a relative, unlinked with company, at the company dependencies.	no
All work team members must have equal opportunities.	A, employee, allowed the entry of a relative, unlinked with company, at the company dependencies.	no
Forced labor, slave labor, child labor, sexual exploitation and human trafficking in the activities of the Company and its agents and business partners are prohibited.	A, employee, allowed the entry of a relative, unlinked with company, at the company dependencies.	no
Workplace haressment is prohibited.	A, employee, allowed the entry of a relative, unlinked with company, at the company dependencies.	no
Team leaders must promote the safety and health of everyone in the workplace.	A, employee, allowed the entry of a relative, unlinked with company, at the company dependencies.	no
Work team members must not prevent or hinder the entry of labor inspectors, police officers or labor auditors.	A, employee, allowed the entry of a relative, unlinked with company, at the company dependencies.	no
Labor inspectors, police officers or labor auditors accompany must be performed by qualified personnel trained for this purpose.	A, employee, allowed the entry of a relative, unlinked with company, at the company dependencies.	no
Staff members are responsible for the conservation and protection of Company assets, including data, information, facilities, machinery, equipment, vehicles and money.	A, employee, allowed the entry of a relative, unlinked with company, at the company dependencies.	no
Information technology resources such as telephones, e-mail, internet access, software, hardware, and others available to members of the work are for work purposes only.	A, employee, allowed the entry of a relative, unlinked with company, at the company dependencies.	no
Data, recordings, and information produced by staff members and kept in digital copy or on Company information systems are the sole property of the Company.	A, employee, allowed the entry of a relative, unlinked with company, at the company dependencies.	no
Staff members must identify, store and secure records of all data produced, received and transmitted at the Company.	A, employee, allowed the entry of a relative, unlinked with company, at the company dependencies.	no
The destruction of data required by court to be used in legal litigation is a crime and harms the Company.	A, employee, allowed the entry of a relative, unlinked with company, at the company dependencies.	no
If the staff member is unsure about which data to submit or what to do with the data, Company lawyers must be consulted.	A, employee, allowed the entry of a relative, unlinked with company, at the company dependencies.	no
The privacy of registration, information, operation and contract data of customers, suppliers and business partners must be preserved by staff members.	A, employee, allowed the entry of a relative, unlinked with company, at the company dependencies.	no
Team members are prohibited from promising, offering or giving, directly or indirectly, advantages, favors, gifts or anything to influence Company customers and customer representatives.	A, employee, allowed the entry of a relative, unlinked with company, at the company dependencies.	no
Work team members are required to draw up objective contracts without ambiguity or omission in accordance with local law.	A, employee, allowed the entry of a relative, unlinked with company, at the company dependencies.	no
Work team members who drafted the contract are responsible for errors in the contract and may be dismissed.	A, employee, allowed the entry of a relative, unlinked with company, at the company dependencies.	no
Limiting, distorting or harming free competition and free enterprise is prohibited.	A, employee, allowed the entry of a relative, unlinked with company, at the company dependencies.	no
Competition fraud is prohibited.	A, employee, allowed the entry of a relative, unlinked with company, at the company dependencies.	no
It is forbidden to make agreements, express or implied, with competitors with the intention to divide customers and territories.	A, employee, allowed the entry of a relative, unlinked with company, at the company dependencies.	no
It is prohibited to make agreements, express or implied, with competitors with the intention to stop purchasing products from specific suppliers.	A, employee, allowed the entry of a relative, unlinked with company, at the company dependencies.	no
It is prohibited to make agreements, express or implied, with competitors with the intention of fixing minimum price, maximum price or price stability.	A, employee, allowed the entry of a relative, unlinked with company, at the company dependencies.	no
Making express or implied agreements with competitors to accelerate obsolescence or discontinuity of obsolete products is prohibited.	A, employee, allowed the entry of a relative, unlinked with company, at the company dependencies.	no
It is prohibited to make agreements, express or implied, with competitors with the intention of limiting the quantity of products sold to each customer.	A, employee, allowed the entry of a relative, unlinked with company, at the company dependencies.	no
It is prohibited to make agreements, express or implied, with competitors with the intention to grant or extinguish price discounts.	A, employee, allowed the entry of a relative, unlinked with company, at the company dependencies.	no
Work team members cannot unequally treat customers with distinct characteristics.	A, employee, allowed the entry of a relative, unlinked with company, at the company dependencies.	no
Work team members may not work for companies, or be partners with companies that operate in the same industry.	A, employee, allowed the entry of a relative, unlinked with company, at the company dependencies.	no
Work team members may not enter into agreements or transactions with Company competitors, except on behalf of the Company.	A, employee, allowed the entry of a relative, unlinked with company, at the company dependencies.	no
Work team members are responsible for acts of corruption that they perform to circumvent the laws to gain advantage for themselves or the Company by promising, inducing, offering, delivering or authorizing the delivery of objects or favors to public officials.	A, employee, allowed the entry of a relative, unlinked with company, at the company dependencies.	no
Work team members are responsible for improperly obtaining from civil servants, customers or competitors objects or favors to the detriment of the Company.	A, employee, allowed the entry of a relative, unlinked with company, at the company dependencies.	no
Work team members cannot promise, offer, give or authorize the direct or indirect delivery of financial contributions to politicians or political parties on behalf of the Company.	A, employee, allowed the entry of a relative, unlinked with company, at the company dependencies.	no
Contributions to politicians or political parties in the countries in which they are accepted may only be made with the approval of the Company's Board of Directors.	A, employee, allowed the entry of a relative, unlinked with company, at the company dependencies.	no
Whenever there's a doubt, company lawyers must always be consulted.	A, employee, smoked on the company headquartes on february 31, 2019.	no
Respect differences in gender, sexual identity, sexual orientation, religion, races, cultures, nationalities, social classes, ages and characteristics.	A, employee, smoked on the company headquartes on february 31, 2019.	no
Everyone must be treated with equality and transparency.	A, employee, smoked on the company headquartes on february 31, 2019.	no
Obey the limits of human rights to human dignity, personal worth, life, freedom, freedom of expression and opinion, free association, work and education.	A, employee, smoked on the company headquartes on february 31, 2019.	no
A leadership position cannot be used to solicit personal favors or services from staff members.	A, employee, smoked on the company headquartes on february 31, 2019.	no
A work team leader cannot abuse their powers or authority.	A, employee, smoked on the company headquartes on february 31, 2019.	no
Intervention in the private lives of members of the work team is prohibited.	A, employee, smoked on the company headquartes on february 31, 2019.	no
It is forbidden to use alcohol and illicit drugs in the workplace.	A, employee, smoked on the company headquartes on february 31, 2019.	no
All work team members must have equal opportunities.	A, employee, smoked on the company headquartes on february 31, 2019.	no
Forced labor, slave labor, child labor, sexual exploitation and human trafficking in the activities of the Company and its agents and business partners are prohibited.	A, employee, smoked on the company headquartes on february 31, 2019.	no
Workplace haressment is prohibited.	A, employee, smoked on the company headquartes on february 31, 2019.	no
Team leaders must promote the safety and health of everyone in the workplace.	A, employee, smoked on the company headquartes on february 31, 2019.	no
Work team members must not prevent or hinder the entry of labor inspectors, police officers or labor auditors.	A, employee, smoked on the company headquartes on february 31, 2019.	no
Labor inspectors, police officers or labor auditors accompany must be performed by qualified personnel trained for this purpose.	A, employee, smoked on the company headquartes on february 31, 2019.	no
Staff members are responsible for the conservation and protection of Company assets, including data, information, facilities, machinery, equipment, vehicles and money.	A, employee, smoked on the company headquartes on february 31, 2019.	no
Information technology resources such as telephones, e-mail, internet access, software, hardware, and others available to members of the work are for work purposes only.	A, employee, smoked on the company headquartes on february 31, 2019.	no
Data, recordings, and information produced by staff members and kept in digital copy or on Company information systems are the sole property of the Company.	A, employee, smoked on the company headquartes on february 31, 2019.	no
Staff members must identify, store and secure records of all data produced, received and transmitted at the Company.	A, employee, smoked on the company headquartes on february 31, 2019.	no
The destruction of data required by court to be used in legal litigation is a crime and harms the Company.	A, employee, smoked on the company headquartes on february 31, 2019.	no
If the staff member is unsure about which data to submit or what to do with the data, Company lawyers must be consulted.	A, employee, smoked on the company headquartes on february 31, 2019.	no
The privacy of registration, information, operation and contract data of customers, suppliers and business partners must be preserved by staff members.	A, employee, smoked on the company headquartes on february 31, 2019.	no
Team members are prohibited from promising, offering or giving, directly or indirectly, advantages, favors, gifts or anything to influence Company customers and customer representatives.	A, employee, smoked on the company headquartes on february 31, 2019.	no
Work team members are required to draw up objective contracts without ambiguity or omission in accordance with local law.	A, employee, smoked on the company headquartes on february 31, 2019.	no
Work team members who drafted the contract are responsible for errors in the contract and may be dismissed.	A, employee, smoked on the company headquartes on february 31, 2019.	no
Limiting, distorting or harming free competition and free enterprise is prohibited.	A, employee, smoked on the company headquartes on february 31, 2019.	no
Competition fraud is prohibited.	A, employee, smoked on the company headquartes on february 31, 2019.	no
It is forbidden to make agreements, express or implied, with competitors with the intention to divide customers and territories.	A, employee, smoked on the company headquartes on february 31, 2019.	no
It is prohibited to make agreements, express or implied, with competitors with the intention to stop purchasing products from specific suppliers.	A, employee, smoked on the company headquartes on february 31, 2019.	no
It is prohibited to make agreements, express or implied, with competitors with the intention of fixing minimum price, maximum price or price stability.	A, employee, smoked on the company headquartes on february 31, 2019.	no
Making express or implied agreements with competitors to accelerate obsolescence or discontinuity of obsolete products is prohibited.	A, employee, smoked on the company headquartes on february 31, 2019.	no
It is prohibited to make agreements, express or implied, with competitors with the intention of limiting the quantity of products sold to each customer.	A, employee, smoked on the company headquartes on february 31, 2019.	no
It is prohibited to make agreements, express or implied, with competitors with the intention to grant or extinguish price discounts.	A, employee, smoked on the company headquartes on february 31, 2019.	no
Work team members cannot unequally treat customers with distinct characteristics.	A, employee, smoked on the company headquartes on february 31, 2019.	no
Work team members may not work for companies, or be partners with companies that operate in the same industry.	A, employee, smoked on the company headquartes on february 31, 2019.	no
Work team members may not enter into agreements or transactions with Company competitors, except on behalf of the Company.	A, employee, smoked on the company headquartes on february 31, 2019.	no
Work team members are responsible for acts of corruption that they perform to circumvent the laws to gain advantage for themselves or the Company by promising, inducing, offering, delivering or authorizing the delivery of objects or favors to public officials.	A, employee, smoked on the company headquartes on february 31, 2019.	no
Work team members are responsible for improperly obtaining from civil servants, customers or competitors objects or favors to the detriment of the Company.	A, employee, smoked on the company headquartes on february 31, 2019.	no
Work team members cannot promise, offer, give or authorize the direct or indirect delivery of financial contributions to politicians or political parties on behalf of the Company.	A, employee, smoked on the company headquartes on february 31, 2019.	no
Contributions to politicians or political parties in the countries in which they are accepted may only be made with the approval of the Company's Board of Directors.	A, employee, smoked on the company headquartes on february 31, 2019.	no
Whenever there's a doubt, company lawyers must always be consulted.	B, employee, machine operator, refused to use ear protector on april 28, 2018.	no
Respect differences in gender, sexual identity, sexual orientation, religion, races, cultures, nationalities, social classes, ages and characteristics.	B, employee, machine operator, refused to use ear protector on april 28, 2018.	no
Everyone must be treated with equality and transparency.	B, employee, machine operator, refused to use ear protector on april 28, 2018.	no
Obey the limits of human rights to human dignity, personal worth, life, freedom, freedom of expression and opinion, free association, work and education.	B, employee, machine operator, refused to use ear protector on april 28, 2018.	no
A leadership position cannot be used to solicit personal favors or services from staff members.	B, employee, machine operator, refused to use ear protector on april 28, 2018.	no
A work team leader cannot abuse their powers or authority.	B, employee, machine operator, refused to use ear protector on april 28, 2018.	no
Intervention in the private lives of members of the work team is prohibited.	B, employee, machine operator, refused to use ear protector on april 28, 2018.	no
It is forbidden to use alcohol and illicit drugs in the workplace.	B, employee, machine operator, refused to use ear protector on april 28, 2018.	no
All work team members must have equal opportunities.	B, employee, machine operator, refused to use ear protector on april 28, 2018.	no
Forced labor, slave labor, child labor, sexual exploitation and human trafficking in the activities of the Company and its agents and business partners are prohibited.	B, employee, machine operator, refused to use ear protector on april 28, 2018.	no
Workplace haressment is prohibited.	B, employee, machine operator, refused to use ear protector on april 28, 2018.	no
Team leaders must promote the safety and health of everyone in the workplace.	B, employee, machine operator, refused to use ear protector on april 28, 2018.	no
Work team members must not prevent or hinder the entry of labor inspectors, police officers or labor auditors.	B, employee, machine operator, refused to use ear protector on april 28, 2018.	no
Labor inspectors, police officers or labor auditors accompany must be performed by qualified personnel trained for this purpose.	B, employee, machine operator, refused to use ear protector on april 28, 2018.	no
Staff members are responsible for the conservation and protection of Company assets, including data, information, facilities, machinery, equipment, vehicles and money.	B, employee, machine operator, refused to use ear protector on april 28, 2018.	no
Information technology resources such as telephones, e-mail, internet access, software, hardware, and others available to members of the work are for work purposes only.	B, employee, machine operator, refused to use ear protector on april 28, 2018.	no
Data, recordings, and information produced by staff members and kept in digital copy or on Company information systems are the sole property of the Company.	B, employee, machine operator, refused to use ear protector on april 28, 2018.	no
Staff members must identify, store and secure records of all data produced, received and transmitted at the Company.	B, employee, machine operator, refused to use ear protector on april 28, 2018.	no
The destruction of data required by court to be used in legal litigation is a crime and harms the Company.	B, employee, machine operator, refused to use ear protector on april 28, 2018.	no
If the staff member is unsure about which data to submit or what to do with the data, Company lawyers must be consulted.	B, employee, machine operator, refused to use ear protector on april 28, 2018.	no
The privacy of registration, information, operation and contract data of customers, suppliers and business partners must be preserved by staff members.	B, employee, machine operator, refused to use ear protector on april 28, 2018.	no
Team members are prohibited from promising, offering or giving, directly or indirectly, advantages, favors, gifts or anything to influence Company customers and customer representatives.	B, employee, machine operator, refused to use ear protector on april 28, 2018.	no
Work team members are required to draw up objective contracts without ambiguity or omission in accordance with local law.	B, employee, machine operator, refused to use ear protector on april 28, 2018.	no
Work team members who drafted the contract are responsible for errors in the contract and may be dismissed.	B, employee, machine operator, refused to use ear protector on april 28, 2018.	no
Limiting, distorting or harming free competition and free enterprise is prohibited.	B, employee, machine operator, refused to use ear protector on april 28, 2018.	no
Competition fraud is prohibited.	B, employee, machine operator, refused to use ear protector on april 28, 2018.	no
It is forbidden to make agreements, express or implied, with competitors with the intention to divide customers and territories.	B, employee, machine operator, refused to use ear protector on april 28, 2018.	no
It is prohibited to make agreements, express or implied, with competitors with the intention to stop purchasing products from specific suppliers.	B, employee, machine operator, refused to use ear protector on april 28, 2018.	no
It is prohibited to make agreements, express or implied, with competitors with the intention of fixing minimum price, maximum price or price stability.	B, employee, machine operator, refused to use ear protector on april 28, 2018.	no
Making express or implied agreements with competitors to accelerate obsolescence or discontinuity of obsolete products is prohibited.	B, employee, machine operator, refused to use ear protector on april 28, 2018.	no
It is prohibited to make agreements, express or implied, with competitors with the intention of limiting the quantity of products sold to each customer.	B, employee, machine operator, refused to use ear protector on april 28, 2018.	no
It is prohibited to make agreements, express or implied, with competitors with the intention to grant or extinguish price discounts.	B, employee, machine operator, refused to use ear protector on april 28, 2018.	no
Work team members cannot unequally treat customers with distinct characteristics.	B, employee, machine operator, refused to use ear protector on april 28, 2018.	no
Work team members may not work for companies, or be partners with companies that operate in the same industry.	B, employee, machine operator, refused to use ear protector on april 28, 2018.	no
Work team members may not enter into agreements or transactions with Company competitors, except on behalf of the Company.	B, employee, machine operator, refused to use ear protector on april 28, 2018.	no
Work team members are responsible for acts of corruption that they perform to circumvent the laws to gain advantage for themselves or the Company by promising, inducing, offering, delivering or authorizing the delivery of objects or favors to public officials.	B, employee, machine operator, refused to use ear protector on april 28, 2018.	no
Work team members are responsible for improperly obtaining from civil servants, customers or competitors objects or favors to the detriment of the Company.	B, employee, machine operator, refused to use ear protector on april 28, 2018.	no
Work team members cannot promise, offer, give or authorize the direct or indirect delivery of financial contributions to politicians or political parties on behalf of the Company.	B, employee, machine operator, refused to use ear protector on april 28, 2018.	no
Contributions to politicians or political parties in the countries in which they are accepted may only be made with the approval of the Company's Board of Directors.	B, employee, machine operator, refused to use ear protector on april 28, 2018.	no
Whenever there's a doubt, company lawyers must always be consulted.	A, employee, forklift operator, refused to attend forklift operating training offerd on October 10, 2019.	no
Respect differences in gender, sexual identity, sexual orientation, religion, races, cultures, nationalities, social classes, ages and characteristics.	A, employee, forklift operator, refused to attend forklift operating training offerd on October 10, 2019.	no
Everyone must be treated with equality and transparency.	A, employee, forklift operator, refused to attend forklift operating training offerd on October 10, 2019.	no
Obey the limits of human rights to human dignity, personal worth, life, freedom, freedom of expression and opinion, free association, work and education.	A, employee, forklift operator, refused to attend forklift operating training offerd on October 10, 2019.	no
A leadership position cannot be used to solicit personal favors or services from staff members.	A, employee, forklift operator, refused to attend forklift operating training offerd on October 10, 2019.	no
A work team leader cannot abuse their powers or authority.	A, employee, forklift operator, refused to attend forklift operating training offerd on October 10, 2019.	no
Intervention in the private lives of members of the work team is prohibited.	A, employee, forklift operator, refused to attend forklift operating training offerd on October 10, 2019.	no
It is forbidden to use alcohol and illicit drugs in the workplace.	A, employee, forklift operator, refused to attend forklift operating training offerd on October 10, 2019.	no
All work team members must have equal opportunities.	A, employee, forklift operator, refused to attend forklift operating training offerd on October 10, 2019.	no
Forced labor, slave labor, child labor, sexual exploitation and human trafficking in the activities of the Company and its agents and business partners are prohibited.	A, employee, forklift operator, refused to attend forklift operating training offerd on October 10, 2019.	no
Workplace haressment is prohibited.	A, employee, forklift operator, refused to attend forklift operating training offerd on October 10, 2019.	no
Team leaders must promote the safety and health of everyone in the workplace.	A, employee, forklift operator, refused to attend forklift operating training offerd on October 10, 2019.	no
Work team members must not prevent or hinder the entry of labor inspectors, police officers or labor auditors.	A, employee, forklift operator, refused to attend forklift operating training offerd on October 10, 2019.	no
Labor inspectors, police officers or labor auditors accompany must be performed by qualified personnel trained for this purpose.	A, employee, forklift operator, refused to attend forklift operating training offerd on October 10, 2019.	no
Staff members are responsible for the conservation and protection of Company assets, including data, information, facilities, machinery, equipment, vehicles and money.	A, employee, forklift operator, refused to attend forklift operating training offerd on October 10, 2019.	no
Information technology resources such as telephones, e-mail, internet access, software, hardware, and others available to members of the work are for work purposes only.	A, employee, forklift operator, refused to attend forklift operating training offerd on October 10, 2019.	no
Data, recordings, and information produced by staff members and kept in digital copy or on Company information systems are the sole property of the Company.	A, employee, forklift operator, refused to attend forklift operating training offerd on October 10, 2019.	no
Staff members must identify, store and secure records of all data produced, received and transmitted at the Company.	A, employee, forklift operator, refused to attend forklift operating training offerd on October 10, 2019.	no
The destruction of data required by court to be used in legal litigation is a crime and harms the Company.	A, employee, forklift operator, refused to attend forklift operating training offerd on October 10, 2019.	no
If the staff member is unsure about which data to submit or what to do with the data, Company lawyers must be consulted.	A, employee, forklift operator, refused to attend forklift operating training offerd on October 10, 2019.	no
The privacy of registration, information, operation and contract data of customers, suppliers and business partners must be preserved by staff members.	A, employee, forklift operator, refused to attend forklift operating training offerd on October 10, 2019.	no
Team members are prohibited from promising, offering or giving, directly or indirectly, advantages, favors, gifts or anything to influence Company customers and customer representatives.	A, employee, forklift operator, refused to attend forklift operating training offerd on October 10, 2019.	no
Work team members are required to draw up objective contracts without ambiguity or omission in accordance with local law.	A, employee, forklift operator, refused to attend forklift operating training offerd on October 10, 2019.	no
Work team members who drafted the contract are responsible for errors in the contract and may be dismissed.	A, employee, forklift operator, refused to attend forklift operating training offerd on October 10, 2019.	no
Limiting, distorting or harming free competition and free enterprise is prohibited.	A, employee, forklift operator, refused to attend forklift operating training offerd on October 10, 2019.	no
Competition fraud is prohibited.	A, employee, forklift operator, refused to attend forklift operating training offerd on October 10, 2019.	no
It is forbidden to make agreements, express or implied, with competitors with the intention to divide customers and territories.	A, employee, forklift operator, refused to attend forklift operating training offerd on October 10, 2019.	no
It is prohibited to make agreements, express or implied, with competitors with the intention to stop purchasing products from specific suppliers.	A, employee, forklift operator, refused to attend forklift operating training offerd on October 10, 2019.	no
It is prohibited to make agreements, express or implied, with competitors with the intention of fixing minimum price, maximum price or price stability.	A, employee, forklift operator, refused to attend forklift operating training offerd on October 10, 2019.	no
Making express or implied agreements with competitors to accelerate obsolescence or discontinuity of obsolete products is prohibited.	A, employee, forklift operator, refused to attend forklift operating training offerd on October 10, 2019.	no
It is prohibited to make agreements, express or implied, with competitors with the intention of limiting the quantity of products sold to each customer.	A, employee, forklift operator, refused to attend forklift operating training offerd on October 10, 2019.	no
It is prohibited to make agreements, express or implied, with competitors with the intention to grant or extinguish price discounts.	A, employee, forklift operator, refused to attend forklift operating training offerd on October 10, 2019.	no
Work team members cannot unequally treat customers with distinct characteristics.	A, employee, forklift operator, refused to attend forklift operating training offerd on October 10, 2019.	no
Work team members may not work for companies, or be partners with companies that operate in the same industry.	A, employee, forklift operator, refused to attend forklift operating training offerd on October 10, 2019.	no
Work team members may not enter into agreements or transactions with Company competitors, except on behalf of the Company.	A, employee, forklift operator, refused to attend forklift operating training offerd on October 10, 2019.	no
Work team members are responsible for acts of corruption that they perform to circumvent the laws to gain advantage for themselves or the Company by promising, inducing, offering, delivering or authorizing the delivery of objects or favors to public officials.	A, employee, forklift operator, refused to attend forklift operating training offerd on October 10, 2019.	no
Work team members are responsible for improperly obtaining from civil servants, customers or competitors objects or favors to the detriment of the Company.	A, employee, forklift operator, refused to attend forklift operating training offerd on October 10, 2019.	no
Work team members cannot promise, offer, give or authorize the direct or indirect delivery of financial contributions to politicians or political parties on behalf of the Company.	A, employee, forklift operator, refused to attend forklift operating training offerd on October 10, 2019.	no
Contributions to politicians or political parties in the countries in which they are accepted may only be made with the approval of the Company's Board of Directors.	A, employee, forklift operator, refused to attend forklift operating training offerd on October 10, 2019.	no
